Date,Price,Return,Sign,avg_positive_XLV,avg_neutral_XLV,avg_negative_XLV,n_XLV,sent_index_XLV
2018-06-19,74.96782684326172,0.00259930200961,1.0,0.0762233063578605,0.9115543365478516,0.0122222928330302,1.0,0.0640010135248303
2018-06-20,75.1268539428711,0.0021212713013791,1.0,0.0824969161767512,0.48538288008421654,0.43212022236548364,4.0,-0.34962330618873244
2018-06-21,74.69397735595703,-0.00576194215777,-1.0,0.6433190703392029,0.1202627643942833,0.2364180833101272,1.0,0.4069009870290757
2018-06-22,75.02969360351562,0.0044945557786904,1.0,,,,,
2018-06-25,74.34060668945312,-0.0091841893651317,-1.0,0.13625616331895188,0.8049995501836141,0.05874427532156304,3.0,0.07751188799738884
2018-06-26,74.11090087890625,-0.0030899103568852,-1.0,0.6854342222213745,0.3009271919727325,0.013638587668538,1.0,0.6717956345528365
2018-06-27,73.4836654663086,-0.0084634703553601,-1.0,,,,,
2018-06-28,73.58084869384766,0.0013225146965976,1.0,0.2623680171091109,0.25681358855217695,0.480818384559825,4.0,-0.2184503674507141
2018-06-29,73.7310562133789,0.0020413942241441,1.0,0.0346155427396297,0.8782356381416321,0.0871488079428672,1.0,-0.0525332652032375
2018-07-02,73.96070861816406,0.0031147309774124,1.0,0.0972218960523605,0.8614407777786255,0.0413372665643692,1.0,0.055884629487991305
2018-07-03,74.1374282836914,0.00238937226034,1.0,,,,,
2018-07-05,74.9059829711914,0.0103666218979039,1.0,,,,,
2018-07-06,75.9837875366211,0.0143887647244975,1.0,0.5985630750656128,0.38343022763729095,0.018006709869950947,2.0,0.5805563651956619
2018-07-09,76.54033660888672,0.007324576601257,1.0,,,,,
2018-07-10,76.83185577392578,0.003808699803983,1.0,0.09696627718706924,0.6416512926419576,0.2613824307918548,3.0,-0.16441615360478556
2018-07-11,76.22229766845703,-0.0079336637040545,-1.0,0.047042766585946,0.6544152647256851,0.2985419360920787,2.0,-0.2514991695061327
2018-07-12,77.07040405273438,0.0111267491301081,1.0,0.063844034448266,0.456184484064579,0.4799714572727681,2.0,-0.4161274228245021
2018-07-13,77.21173095703125,0.0018337376848338,1.0,0.0198417603969573,0.046555608510971,0.9336026310920716,1.0,-0.9137608706951144
2018-07-16,76.7435302734375,-0.0060638542588082,-1.0,,,,,
2018-07-17,77.16757202148438,0.0055254396890007,1.0,0.5883018071763217,0.10164742358028885,0.31005078484304244,4.0,0.2782510223332793
2018-07-18,77.22940063476562,0.0008012253290026,1.0,0.9402481317520142,0.0320149362087249,0.027736909687519,1.0,0.9125112220644952
2018-07-19,76.79653930664062,-0.0056048774762877,-1.0,0.12071983516216275,0.42286777682602406,0.4564123898744583,2.0,-0.33569255471229553
2018-07-20,76.64634704589844,-0.0019557165218406,-1.0,,,,,
2018-07-23,76.80537414550781,0.0020748164229424,1.0,,,,,
2018-07-24,77.50325775146484,0.0090863902913211,1.0,0.027194432914256966,0.6100196987390518,0.3627859161545832,3.0,-0.3355914832403263
2018-07-25,78.49272918701172,0.0127668367014956,1.0,,,,,
2018-07-26,78.2718505859375,-0.0028140007789506,-1.0,0.05065289512276645,0.8342746794223785,0.11507247015833849,2.0,-0.06441957503557204
2018-07-27,77.70645904541016,-0.0072234339203028,-1.0,0.3225169740617275,0.20230096112936735,0.4751820955425501,2.0,-0.15266512148082256
2018-07-30,77.7506332397461,0.0005684751934214,1.0,,,,,
2018-07-31,78.56340026855469,0.0104535100865661,1.0,0.15183876547962422,0.7564997971057892,0.09166143881157038,4.0,0.06017732666805384
2018-08-01,78.5810317993164,0.0002244242319127,1.0,0.0496676191687583,0.917993187904358,0.0323392152786254,1.0,0.017328403890132904
2018-08-02,78.8725814819336,0.0037101788553981,1.0,0.0142090814188122,0.0471884235739707,0.9386025071144104,1.0,-0.9243934256955982
2018-08-03,79.34081268310547,0.0059365522514198,1.0,,,,,
2018-08-06,79.48217010498047,0.0017816482727444,1.0,,,,,
2018-08-07,79.49099731445312,0.0001110589892172,1.0,,,,,
2018-08-08,79.61469268798828,0.0015560928622626,1.0,0.10592776971558725,0.3121480736881494,0.5819241205851237,3.0,-0.4759963508695364
2018-08-09,79.52632141113281,-0.0011099870372143,-1.0,0.0329226553440094,0.9494381546974182,0.0176391899585723,1.0,0.015283465385437098
2018-08-10,79.18180084228516,-0.0043321577401596,-1.0,,,,,
2018-08-13,79.20832061767578,0.0003349226098487,1.0,0.0594785138964653,0.2045105248689651,0.7360109686851501,1.0,-0.6765324547886848
2018-08-14,79.57933044433594,0.004683975417822,1.0,,,,,
2018-08-15,79.44682312011719,-0.001665097249234,-1.0,0.0315132793039083,0.9027698338031769,0.0657169111073017,2.0,-0.0342036318033934
2018-08-16,80.2242431640625,0.0097854138581465,1.0,0.0524817481637001,0.1269373595714569,0.8205808997154236,1.0,-0.7680991515517235
2018-08-17,80.47160339355469,0.0030833600883752,1.0,,,,,
2018-08-20,80.73663330078125,0.0032934587612278,1.0,0.0316305644810199,0.9146428108215332,0.0537265948951244,1.0,-0.022096030414104503
2018-08-21,80.73663330078125,0.0,0.0,,,,,
2018-08-22,80.8161392211914,0.0009847564501972,1.0,0.0803912281990051,0.908958613872528,0.010650135576725,1.0,0.0697410926222801
2018-08-23,80.78961944580078,-0.0003281494964519,-1.0,0.62366783618927,0.3516097962856293,0.0247224010527133,1.0,0.5989454351365567
2018-08-24,81.1783447265625,0.0048115745986709,1.0,,,,,
2018-08-27,81.4698715209961,0.0035911891947977,1.0,,,,,
2018-08-28,81.51405334472656,0.0005423087443936,1.0,0.30597543716430664,0.6790255457162857,0.01499898545444005,2.0,0.2909764517098666
2018-08-29,82.04412841796875,0.0065028673154121,1.0,0.1146325916051864,0.0803295746445655,0.805037796497345,1.0,-0.6904052048921585
2018-08-30,81.98225402832031,-0.0007541598751981,-1.0,,,,,
2018-08-31,81.96459197998047,-0.0002154374571567,-1.0,0.013387806713581,0.1886550933122635,0.7979570627212524,1.0,-0.7845692560076715
2018-09-04,81.31086730957031,-0.007975696024569,-1.0,0.0557096060365438,0.9017742276191711,0.0425161458551883,2.0,0.013193460181355497
2018-09-05,81.63773345947266,0.0040199565041889,1.0,0.31058420799672604,0.11410017684102056,0.5753156617283821,2.0,-0.2647314537316561
2018-09-06,81.63773345947266,0.0,0.0,,,,,
2018-09-07,81.76139068603516,0.0015147067577996,1.0,,,,,
2018-09-10,81.54939270019531,-0.0025928862518241,-1.0,0.9266464710235596,0.0371802113950252,0.036173265427351,1.0,0.8904732055962086
2018-09-11,81.47870635986328,-0.0008667917441383,-1.0,,,,,
2018-09-12,81.88509368896484,0.0049876507281141,1.0,,,,,
2018-09-13,82.90103912353516,0.0124069643057296,1.0,0.10333572374656795,0.48336756850282353,0.41329672156522673,6.0,-0.30996099781865877
2018-09-14,82.62718963623047,-0.0033033299726992,-1.0,,,,,
2018-09-17,82.32679748535156,-0.0036355121383335,-1.0,0.47856797929853206,0.4099224377423525,0.1115095606073737,2.0,0.36705841869115835
2018-09-18,82.8038558959961,0.0057946917069064,1.0,0.06525231292471285,0.42205576505512,0.5126919113099575,2.0,-0.44743959838524466
2018-09-19,82.68900299072266,-0.0013870477893891,-1.0,0.2760362327098846,0.7160953879356384,0.0078683588653802,1.0,0.2681678738445044
2018-09-20,83.4929428100586,0.0097224514779328,1.0,0.869170606136322,0.1202679723501205,0.010561347939074,1.0,0.858609258197248
2018-09-21,83.60553741455078,0.0013485523530814,1.0,0.1409822553396225,0.0505115836858749,0.808506190776825,1.0,-0.6675239354372025
2018-09-24,83.77405548095703,0.0020156328350677,1.0,,,,,
2018-09-25,83.51688385009766,-0.0030698242956357,-1.0,,,,,
2018-09-26,83.70310974121094,0.002229799323542,1.0,0.032374794594943496,0.4760564705356956,0.4915687437169254,2.0,-0.45919394912198186
2018-09-27,84.12879943847656,0.0050857094626681,1.0,0.9066274166107178,0.0642809867858886,0.0290916301310062,1.0,0.8775357864797115
2018-09-28,84.38600158691406,0.0030572425870118,1.0,,,,,
2018-10-01,84.8028335571289,0.0049395866894526,1.0,0.18627664633095264,0.7141810655593872,0.0995422825217247,2.0,0.08673436380922794
2018-10-02,84.7052993774414,-0.0011501287822156,-1.0,,,,,
2018-10-03,84.54564666748047,-0.0018848019089046,-1.0,0.0482793487608432,0.9225453734397888,0.0291753038763999,1.0,0.0191040448844433
2018-10-04,83.72083282470703,-0.0097558404871801,-1.0,0.44207283419867355,0.26189159415662283,0.29603555860618747,3.0,0.14603727559248608
2018-10-05,83.62329864501953,-0.0011649929461609,-1.0,0.03330459818243975,0.4874369762837887,0.4792583864182234,2.0,-0.44595378823578363
2018-10-08,83.58782958984375,-0.0004241527869685,-1.0,0.18339494103565807,0.3684076648205519,0.448197390884161,4.0,-0.26480244984850293
2018-10-09,83.729736328125,0.0016976961715309,1.0,0.24779055267572397,0.7395980060100555,0.0126114850863814,2.0,0.23517906758934257
2018-10-10,81.75198364257812,-0.0236206725624494,-1.0,0.4777650199830532,0.5099582374095917,0.01227672584354875,2.0,0.46548829413950443
2018-10-11,79.54367065429688,-0.0270123474671397,-1.0,,,,,
2018-10-12,80.767578125,0.0153866104070343,1.0,0.25342422071844334,0.23801632970571512,0.5085594749543816,4.0,-0.25513525423593825
2018-10-15,80.20883178710938,-0.0069179533528401,-1.0,0.0697044506669044,0.9118283987045288,0.0184671226888895,1.0,0.05123732797801489
2018-10-16,82.40827178955078,0.0274214192307298,1.0,0.05314499388138447,0.7757863402366638,0.17106867146988702,3.0,-0.11792367758850256
2018-10-17,82.84284973144531,0.0052734747672458,1.0,0.04251408794273926,0.5981483304252228,0.35933753103017807,3.0,-0.3168234430874388
2018-10-18,81.90275573730469,-0.0113479195511521,-1.0,,,,,
2018-10-19,81.15778350830078,-0.0090958139600739,-1.0,0.015842018648982,0.8484607934951782,0.1356971859931945,1.0,-0.1198551673442125
2018-10-22,80.49263000488281,-0.0081958066702245,-1.0,,,,,
2018-10-23,80.05805969238281,-0.0053988832576801,-1.0,0.23496994655579323,0.31444032490253443,0.4505897779017687,2.0,-0.21561983134597545
2018-10-24,77.41520690917969,-0.0330117016744858,-1.0,,,,,
2018-10-25,78.41736602783203,0.0129452488556678,1.0,0.44069958850741386,0.29111307486891747,0.2681873254477977,2.0,0.17251226305961614
2018-10-26,77.53047943115234,-0.0113098238515804,-1.0,,,,,
2018-10-29,77.72559356689453,0.0025166120108344,1.0,,,,,
2018-10-30,78.55926513671875,0.0107258308565596,1.0,0.0120440786704421,0.0138682285323739,0.974087655544281,1.0,-0.9620435768738389
2018-10-31,78.66565704345703,0.0013542884668424,1.0,,,,,
2018-11-01,79.65897369384766,0.0126270686310023,1.0,0.04178393756349877,0.7083427608013153,0.2498732774207989,3.0,-0.20808933985730013
2018-11-02,79.1623306274414,-0.0062346154284511,-1.0,0.6666825513044993,0.30059576655427617,0.0327217023198803,3.0,0.633960848984619
2018-11-05,79.86295318603516,0.0088504539095881,1.0,0.0209842696785926,0.0529496259987354,0.9260661602020264,1.0,-0.9050818905234338
2018-11-06,80.27091979980469,0.0051083336828179,1.0,0.03411493264138695,0.1404975391924381,0.8253875076770782,2.0,-0.7912725750356913
2018-11-07,82.62999725341797,0.0293889425896303,1.0,,,,,
2018-11-08,82.67435455322266,0.0005368183623273,1.0,,,,,
2018-11-09,82.43489074707031,-0.0028964702227967,-1.0,,,,,
2018-11-12,81.31741333007812,-0.0135558791534141,-1.0,,,,,
2018-11-13,80.74981689453125,-0.00698001095095,-1.0,0.1295305639505386,0.8112409114837646,0.0592285804450511,1.0,0.0703019835054875
2018-11-14,80.10240936279297,-0.0080174489136473,-1.0,0.0732658430933952,0.16875236481428146,0.7579818367958069,2.0,-0.6847159937024117
2018-11-15,80.81193542480469,0.0088577368353328,1.0,0.10632708342745897,0.400571471080184,0.4931014573667198,4.0,-0.38677437393926084
2018-11-16,81.62784576416016,0.0100964088419175,1.0,0.0254815276712179,0.7868411540985107,0.187677264213562,1.0,-0.16219573654234412
2018-11-19,80.59019470214844,-0.0127119741100323,-1.0,0.1326297968626022,0.8513045907020569,0.0160656627267599,1.0,0.11656413413584231
2018-11-20,79.83631896972656,-0.0093544349310497,-1.0,0.03145154193043703,0.6164090124269327,0.35213941832383466,3.0,-0.32068787639339763
2018-11-21,79.38404083251953,-0.0056650675161831,-1.0,,,,,
2018-11-23,79.49931335449219,0.001452086852266,1.0,0.0107927788048982,0.0243253353983163,0.9648817777633668,1.0,-0.9540889989584687
2018-11-26,80.27091979980469,0.0097058252801738,1.0,,,,,
2018-11-27,81.10456085205078,0.0103853432142697,1.0,0.07895425707101815,0.8838478624820709,0.03719788324087855,2.0,0.0417563738301396
2018-11-28,83.05569458007812,0.0240570161225157,1.0,,,,,
2018-11-29,83.33063507080078,0.003310314748588,1.0,0.0235574003309011,0.1998786479234695,0.7765640020370483,1.0,-0.7530066017061472
2018-11-30,85.02456665039062,0.0203278371531743,1.0,0.0624741204082965,0.2670108079910278,0.6705150008201599,1.0,-0.6080408804118634
2018-12-03,84.61658477783203,-0.0047983999052433,-1.0,0.021914017386734447,0.06372277997434135,0.9143632352352142,2.0,-0.8924492178484797
2018-12-04,82.7275619506836,-0.0223244985850968,-1.0,0.0148382969200611,0.0551055893301963,0.9300561547279358,1.0,-0.9152178578078747
2018-12-06,82.41716766357422,-0.0037520057377541,-1.0,0.80962735414505,0.1821276992559433,0.0082450127229094,1.0,0.8013823414221406
2018-12-07,80.31525421142578,-0.0255033448944571,-1.0,0.6757125854492188,0.3147465288639068,0.0095408633351325,1.0,0.6661717221140863
2018-12-10,80.62564849853516,0.003864699055702,1.0,0.029888774268329102,0.5236437618732452,0.44646740891039366,2.0,-0.41657863464206457
2018-12-11,80.87398529052734,0.0030801214826408,1.0,,,,,
2018-12-12,81.56575012207031,0.0085536137369501,1.0,,,,,
2018-12-13,81.64556884765625,0.0009785813955793,1.0,,,,,
2018-12-14,78.8962631225586,-0.0336736673392236,-1.0,0.6112329810857773,0.2555964738130569,0.133170566521585,2.0,0.4780624145641923
2018-12-17,77.32649230957031,-0.019896643400585,-1.0,0.037265954539179746,0.4557194430381059,0.5070146173238754,2.0,-0.4697486627846957
2018-12-18,76.65247344970703,-0.0087165321965582,-1.0,0.3528649541549384,0.3195000300183892,0.3276349981315434,4.0,0.025229956023395006
2018-12-19,75.65032196044922,-0.01307396153257,-1.0,0.14220220670104022,0.6531623855233193,0.20463538691401478,5.0,-0.06243318021297456
2018-12-20,74.58604431152344,-0.0140683822797501,-1.0,0.27769846376031637,0.6586476098746061,0.06365391239523882,4.0,0.21404455136507755
2018-12-21,73.65953063964844,-0.0124220781572117,-1.0,0.05846212524920695,0.4628169331699609,0.47872095368802553,2.0,-0.42025882843881857
2018-12-24,71.89556884765625,-0.0239475024708167,-1.0,,,,,
2018-12-26,75.03152465820312,0.043618207085778,1.0,,,,,
2018-12-27,75.86006164550781,0.0110425183425098,1.0,0.9186282157897948,0.0685300454497337,0.0128416791558265,1.0,0.9057865366339684
2018-12-28,75.94915771484375,0.0011744792635719,1.0,,,,,
2018-12-31,77.0716781616211,0.0147798932937732,1.0,,,,,
2019-01-02,75.90458679199219,-0.0151429344406058,-1.0,0.0588072687387466,0.0818891823291778,0.8593034744262695,1.0,-0.8004962056875229
2019-01-03,74.36331939697266,-0.0203053262017379,-1.0,0.08527098759077488,0.22004259587265548,0.6946864305064082,4.0,-0.6094154429156333
2019-01-04,76.5816650390625,0.0298311810187987,1.0,0.045884089854856265,0.41447968408465385,0.5396362567941347,3.0,-0.4937521669392785
2019-01-07,76.87567901611328,0.0038392215277744,1.0,0.20342049486935135,0.32430069148540497,0.47227882128208876,5.0,-0.26885832641273744
2019-01-08,77.47257995605469,0.0077644964907079,1.0,0.4785184338688851,0.0329950721934437,0.48848650231957436,2.0,-0.00996806845068926
2019-01-09,77.82001495361328,0.0044846189162111,1.0,0.0457975843455642,0.3558937851339578,0.5983085930347443,2.0,-0.55251100868918
2019-01-10,77.97148895263672,0.0019464658174856,1.0,0.6333090662956238,0.2889293730258941,0.0777616277337074,1.0,0.5555474385619164
2019-01-11,78.22984313964844,0.0033134443176872,1.0,,,,,
2019-01-14,77.36565399169922,-0.011046796379312,-1.0,0.3344263732433319,0.11855233522752917,0.5470212809741497,3.0,-0.2125949077308178
2019-01-15,78.75546264648438,0.0179641557083491,1.0,0.6205936819314957,0.2687484246368209,0.1106578900168339,6.0,0.5099357919146618
2019-01-16,78.6129150390625,-0.00181000279386,-1.0,,,,,
2019-01-17,79.30781555175781,0.0088395209915574,1.0,,,,,
2019-01-18,80.25218200683594,0.0119076089602014,1.0,0.023250954225659332,0.33563138544559473,0.6411176708837351,3.0,-0.6178667166580757
2019-01-22,79.69981384277344,-0.0068829052400773,-1.0,0.0260787308216094,0.3515790700912475,0.6223421096801758,1.0,-0.5962633788585664
2019-01-23,79.7889175415039,0.0011179913030443,1.0,0.14501301012933251,0.8073144555091858,0.047672510767976434,3.0,0.09734049936135608
2019-01-24,79.1207275390625,-0.0083744713304806,-1.0,,,,,
2019-01-25,79.21874237060547,0.0012388009386614,1.0,0.14799982495605946,0.6139565557241439,0.2380436267703771,2.0,-0.09004380181431765
2019-01-28,78.31890869140625,-0.0113588483264422,-1.0,0.43577698618173594,0.23836266994476316,0.32586035970598454,2.0,0.1099166264757514
2019-01-29,78.70201873779297,0.0048916673225907,1.0,0.13639457826502618,0.5650646835565567,0.29854075051844114,4.0,-0.16214617225341496
2019-01-30,79.7800064086914,0.0136970777648017,1.0,,,,,
2019-01-31,80.77780151367188,0.0125068315972429,1.0,0.0113436728715896,0.0945943668484687,0.8940619826316833,1.0,-0.8827183097600938
2019-02-01,80.84906768798828,0.0008822494915803,1.0,,,,,
2019-02-04,80.61744689941406,-0.0028648541683632,-1.0,0.0905597805976867,0.8887251317501068,0.0207150974310934,2.0,0.0698446831665933
2019-02-05,80.50162506103516,-0.0014366845246713,-1.0,0.11059110239148136,0.5577987705667814,0.3316101732974251,3.0,-0.22101907090594375
2019-02-06,80.86690521240234,0.0045375500319433,1.0,0.4064475758932531,0.4458279963582754,0.14772440213710067,4.0,0.2587231737561524
2019-02-07,79.97599792480469,-0.0110169578674691,-1.0,0.5944360494613647,0.3946689665317535,0.0108949746936559,1.0,0.5835410747677089
2019-02-08,80.12744140625,0.0018936116506818,1.0,0.0721054226160049,0.9000311493873596,0.0278634428977966,1.0,0.0442419797182083
2019-02-11,80.02944946289062,-0.0012229511093777,-1.0,,,,,
2019-02-12,81.12525177001953,0.0136924883837545,1.0,,,,,
2019-02-13,81.30342102050781,0.0021962243148825,1.0,0.0447332100011408,0.48277240246534353,0.47249438101425767,2.0,-0.4277611710131169
2019-02-14,81.49052429199219,0.0023012964170003,1.0,0.0133222704753279,0.0368338823318481,0.9498437643051147,1.0,-0.9365214938297869
2019-02-15,82.71997833251953,0.0150870797704287,1.0,0.3827008008956909,0.1925142481923103,0.42478498723357916,2.0,-0.04208418633788824
2019-02-19,82.52395629882812,-0.0023697060570232,-1.0,0.4050153438001871,0.47988067939877505,0.11510397680103775,2.0,0.2899113669991494
2019-02-20,82.42597198486328,-0.0011873438739417,-1.0,0.0113628432154655,0.0265057422220706,0.9621313810348512,1.0,-0.9507685378193856
2019-02-21,81.704345703125,-0.0087548410332461,-1.0,0.0247876439243555,0.1629214733839035,0.8122909069061279,1.0,-0.7875032629817724
2019-02-22,82.45269775390625,0.0091592686330346,1.0,,,,,
2019-02-25,82.56852722167969,0.0014047990051113,1.0,0.20906716292457922,0.567688741854259,0.22324410772749353,7.0,-0.014176944802914315
2019-02-26,82.27452087402344,-0.0035607556238335,-1.0,0.089062958334883,0.31105830023686093,0.5998787836482127,3.0,-0.5108158253133297
2019-02-27,81.89143371582031,-0.004656206491797,-1.0,0.2011838406324386,0.7858892679214478,0.012926897034049,1.0,0.1882569435983896
2019-02-28,81.65089416503906,-0.002937298077061,-1.0,0.0084958048537373,0.0236361250281333,0.9678680300712584,1.0,-0.9593722252175211
2019-03-01,82.80904388427734,0.0141841645591453,1.0,,,,,
2019-03-04,81.68653106689453,-0.0135554374827885,-1.0,0.0169462235644459,0.43245175387710333,0.5506020337343216,2.0,-0.5336558101698757
2019-03-05,81.64198303222656,-0.0005453534883429,-1.0,0.0610858276486396,0.8723427057266235,0.0665714666247367,1.0,-0.0054856389760971
2019-03-06,80.44818115234375,-0.0146224018029006,-1.0,0.0342266199489434,0.6524406671524048,0.3133327240745226,3.0,-0.27910610412557924
